"name";"active";"quantity";"price";"visibility";"image url";"diamenty zegarki slub?";"";"wiktorianska";"pavoni";"studio y";"eternel";"eclpise";"fruit";"jubile";"flow";"categores";"";"";""
"Mystic - złoty pierścionek";"1";"441";"2195";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/21Mystic - złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Paisley - złoty pierścionek";"1";"464";"2195";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/22Paisley - złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Paisley- złoty pierścionek";"1";"451";"2195";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/23Paisley- złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z szafirami";"1";"446";"1595";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/24Kolekcja Wiktoriańska - pierścionek z szafirami.jpg";"";"11";"46";"";"";"";"";"";"";"";",11,46,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z diamentami i szmaragdami";"1";"400";"3495";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/25Kolekcja Wiktoriańska - pierścionek z diamentami i szmaragdami.jpg";"19";"11";"46";"";"";"";"";"";"";"";"19,11,46,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z diamentami i szafirami";"1";"495";"3595";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/26Kolekcja Wiktoriańska - pierścionek z diamentami i szafirami.jpg";"19";"11";"46";"";"";"";"";"";"";"";"19,11,46,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z diamentami i rubinami";"1";"403";"3395";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/27Kolekcja Wiktoriańska - pierścionek z diamentami i rubinami.jpg";"19";"11";"46";"";"";"";"";"";"";"";"19,11,46,,,,,,,";"";"";""
"La Prima - złoty pierścionek ";"1";"480";"445";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/28La Prima - złoty pierścionek .jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"La Prima - złoty pierścionek ";"1";"423";"445";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/29La Prima - złoty pierścionek .jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"La Prima - złoty pierścionek ";"1";"411";"445";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/30La Prima - złoty pierścionek .jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"La Prima - złoty pierścionek ";"1";"408";"445";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/31La Prima - złoty pierścionek .jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z rubinami i opalem";"1";"446";"349";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/32Kolekcja Wiktoriańska - pierścionek z rubinami i opalem.jpg";"";"11";"46";"";"";"";"";"";"";"";",11,46,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z rubinami i damentami";"1";"417";"529";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/33Kolekcja Wiktoriańska - pierścionek z rubinami i damentami.jpg";"";"11";"46";"";"";"";"";"";"";"";",11,46,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z rubinami i perłami";"1";"440";"349";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/34Kolekcja Wiktoriańska - pierścionek z rubinami i perłami.jpg";"";"11";"46";"";"";"";"";"";"";"";",11,46,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - Pierścionek z rubinem";"1";"477";"365";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/35Kolekcja Wiktoriańska - Pierścionek z rubinem.jpg";"";"11";"46";"";"";"";"";"";"";"";",11,46,,,,,,,";"";"";"ametystami i London Blue Topazami.jpg"
"Berries – złoty pierścionek z onyksem";"1";"467";"3095";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/36Berries – złoty pierścionek z onyksem.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Berries – srebrny pierścionek";"1";"491";"3395";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/37Berries – srebrny pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Berries – srebrny pierścionek";"1";"444";"3395";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/38Berries – srebrny pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Berries – srebrny pierścionek";"1";"443";"3395";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/39Berries – srebrny pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Złoty pierścionek z szafirami i topazami";"1";"459";"579";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/40Złoty pierścionek z szafirami i topazami.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Złoty pierścionek";"1";"438";"449";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/41Złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Złoty pierścionek z diamentami";"1";"416";"399";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/42Złoty pierścionek z diamentami";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Złoty pierścionek";"1";"475";"1149";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/43Złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek ze szmaragdem";"1";"435";"1995";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/44Kolekcja Wiktoriańska - pierścionek ze szmaragdem.jpg";"";"11";"46";"";"";"";"";"";"";"";",11,46,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z diamentami i szmaragdem";"1";"432";"2795";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/45Kolekcja Wiktoriańska - pierścionek z diamentami i szmaragdem.jpg";"19";"11";"46";"";"";"";"";"";"";"";"19,11,46,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z diamentami i szmaragdami";"1";"456";"1595";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/46Kolekcja Wiktoriańska - pierścionek z diamentami i szmaragdami.jpg";"19";"11";"46";"";"";"";"";"";"";"";"19,11,46,,,,,,,";"";"";""
"Blow Diamonds - złoty pierścionek ";"1";"465";"4695";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/47Blow Diamonds - złoty pierścionek .jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Blow Diamonds - złoty pierścionek ";"1";"458";"749";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/48Blow Diamonds - złoty pierścionek .jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Blow Diamonds - złoty pierścionek ";"1";"452";"139";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/49Blow Diamonds - złoty pierścionek .jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Blow Diamonds - złoty pierścionek ";"1";"425";"139";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/50Blow Diamonds - złoty pierścionek .jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Fruits - srebrna obrączka";"1";"489";"139";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/51Fruits - srebrna obrączka.jpg";"";"11";"";"";"";"";"";"100";"";"";",11,,,,,,100,,";"";"";""
"Fruits - srebrna obrączka";"1";"468";"2195";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/52Fruits - srebrna obrączka.jpg";"";"11";"";"";"";"";"";"100";"";"";",11,,,,,,100,,";"";"";""
"Fruits - srebrna obrączka";"1";"483";"1249";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/53Fruits - srebrna obrączka.jpg";"";"11";"";"";"";"";"";"100";"";"";",11,,,,,,100,,";"";"";""
"Fruits - srebrna obrączka";"1";"429";"1349";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/54Fruits - srebrna obrączka.jpg";"";"11";"";"";"";"";"";"100";"";"";",11,,,,,,100,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z London Blue Topazem";"1";"423";"2095";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/55Kolekcja Wiktoriańska - pierścionek z London Blue Topazem.jpg";"";"11";"46";"";"";"";"";"";"";"";",11,46,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z London Blue Topazem";"1";"461";"2095";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/56Kolekcja Wiktoriańska - pierścionek z London Blue Topazem.jpg";"";"11";"46";"";"";"";"";"";"";"";",11,46,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z London Blue Topazem";"1";"477";"1895";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/57Kolekcja Wiktoriańska - pierścionek z London Blue Topazem.jpg";"";"11";"46";"";"";"";"";"";"";"";",11,46,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z London Blue Topazem";"1";"421";"2795";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/58Kolekcja Wiktoriańska - pierścionek z London Blue Topazem.jpg";"";"11";"46";"";"";"";"";"";"";"";",11,46,,,,,,,";"";"";""
"Scarlett - srebrny pierścionek z cyrkoniami";"1";"419";"615";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/59Scarlett - srebrny pierścionek z cyrkoniami.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Scarlett - srebrny pierścionek z cyrkoniami";"1";"406";"1449";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/60Scarlett - srebrny pierścionek z cyrkoniami.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z szafirami";"1";"463";"365";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/61Kolekcja Wiktoriańska - pierścionek z szafirami.jpg";"";"11";"46";"";"";"";"";"";"";"";",11,46,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z diamentami i szafirami";"1";"430";"119";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/62Kolekcja Wiktoriańska - pierścionek z diamentami i szafirami.jpg";"19";"11";"46";"";"";"";"";"";"";"";"19,11,46,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z szafirami";"1";"465";"3095";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/63Kolekcja Wiktoriańska - pierścionek z szafirami.jpg";"";"11";"46";"";"";"";"";"";"";"";",11,46,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z szafirami";"1";"423";"799";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/64Kolekcja Wiktoriańska - pierścionek z szafirami.jpg";"";"11";"46";"";"";"";"";"";"";"";",11,46,,,,,,,";"";"";""
"Unique - srebrny pierścionek";"1";"422";"1295";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/65Unique - srebrny pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Srebrny pierścionek z markazytami";"1";"437";"549";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/66Srebrny pierścionek z markazytami.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Srebrny pierścionek z markazytami";"1";"467";"1149";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/67Srebrny pierścionek z markazytami.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Srebrny pierścionek z markazytami";"1";"469";"2095";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/68Srebrny pierścionek z markazytami.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Srebrny pierścionek z markazytami";"1";"499";"3295";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/69Srebrny pierścionek z markazytami.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z diamentami i szmaragdem";"1";"413";"429";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/70Kolekcja Wiktoriańska - pierścionek z diamentami i szmaragdem.jpg";"19";"11";"46";"";"";"";"";"";"";"";"19,11,46,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z brylantami i szmaragdami";"1";"485";"79";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/71Kolekcja Wiktoriańska - pierścionek z brylantami i szmaragdami.jpg";"";"11";"46";"";"";"";"";"";"";"";",11,46,,,,,,,";"";"";""
"Złoty pierścionek z diamentem";"1";"418";"149";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/72Złoty pierścionek z diamentem.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Złoty pierścionek z cyrkoniami";"1";"425";"149";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/73Złoty pierścionek z cyrkoniami.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Złoty pierścionek";"1";"432";"379";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/74Złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Złoty pierścionek z diamentami i ametystem";"1";"408";"1549";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/75Złoty pierścionek z diamentami i ametystem.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Złoty pierścionek z rubinami";"1";"453";"1495";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/76Złoty pierścionek z rubinami.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Złoty pierścionek z szafirami";"1";"400";"599";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/77Złoty pierścionek z szafirami.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Złoty pierścionek z szafirami";"1";"440";"99";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/78Złoty pierścionek z szafirami.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Pierścionek z diamentem";"1";"474";"2895";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/79Pierścionek z diamentem.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Pierścionek z diamentem";"1";"464";"289";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/80Pierścionek z diamentem.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Pierścionek z diamentem";"1";"499";"715";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/81Pierścionek z diamentem.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Pierścionek z diamentem";"1";"475";"379";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/82Pierścionek z diamentem.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Pierścionek z diamentami";"1";"485";"1295";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/83Pierścionek z diamentami.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Loop - Złoty pierścionek";"1";"482";"89";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/84Loop - Złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Złoty pierścionek";"1";"400";"529";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/85Złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"La Prima - złoty pierścionek ";"1";"404";"1495";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/86La Prima - złoty pierścionek .jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"La Prima - złoty pierścionek";"1";"494";"549";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/87La Prima - złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Złoty pierścionek";"1";"458";"1849";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/88Złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Złoty pierścionek";"1";"434";"2795";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/89Złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Mini - złoty pierścionek";"1";"460";"1295";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/90Mini - złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Pierścionek z diamentami oraz granatem";"1";"400";"379";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/91Pierścionek z diamentami oraz granatem.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Złoty pierścionek z ametrynem";"1";"401";"329";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/92Złoty pierścionek z ametrynem.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Pierścionek z diamentem";"1";"488";"2895";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/93Pierścionek z diamentem.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Pierścionek z diamentem";"1";"449";"1049";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/94Pierścionek z diamentem.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Pierścionek z diamentem";"1";"417";"2295";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/95Pierścionek z diamentem.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Pierścionek z diamentem";"1";"464";"615";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/96Pierścionek z diamentem.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Livia - złoty pierścionek";"1";"472";"979";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/97Livia - złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Candy - srebrny pierścionek";"1";"476";"679";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/98Candy - srebrny pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z diamentami oraz granatami";"1";"463";"915";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/99Kolekcja Wiktoriańska - pierścionek z diamentami oraz granatami.jpg";"19";"11";"46";"";"";"";"";"";"";"";"19,11,46,,,,,,,";"";"";""
"Pierścionek z diamentami i granatem";"1";"482";"2995";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/100Pierścionek z diamentami i granatem.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Złoty pierścionek z diamentami";"1";"415";"1595";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/101Złoty pierścionek z diamentami.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"La Prima - złoty pierścionek ";"1";"481";"915";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/102La Prima - złoty pierścionek .jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Złoty pierścionek z rubinami";"1";"495";"1849";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/103Złoty pierścionek z rubinami.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Pierścionek z London Blue Topazami";"1";"403";"2095";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/104Pierścionek z London Blue Topazami.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Evelyn - pierścionek z diamentami i szafirami";"1";"423";"139";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/105Evelyn - pierścionek z diamentami i szafirami.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Cosmic – złoty pierścionek";"1";"443";"139";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/106Cosmic – złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Srebrny pierścionek z cyrkoniami";"1";"418";"149";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/107Srebrny pierścionek z cyrkoniami.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Shackle - Stalowy pierścionek";"1";"409";"749";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/108Shackle - Stalowy pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Shackle - Stalowy pierścionek";"1";"409";"615";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/109Shackle - Stalowy pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Motyle - srebrny pierścionek ";"1";"409";"615";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/110Motyle - srebrny pierścionek .jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z szmaragdami ";"1";"453";"79";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/111Kolekcja Wiktoriańska - pierścionek z szmaragdami .jpg";"";"11";"46";"";"";"";"";"";"";"";",11,46,,,,,,,";"";"";""
"Złoty pierścionek";"1";"497";"89";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/112Złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Złoty pierścionek";"1";"467";"99";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/113Złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Zodiak - srebrny pierścionek ";"1";"448";"109";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/114Zodiak - srebrny pierścionek .jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Pierścionek z diamentami";"1";"480";"2195";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/115Pierścionek z diamentami.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Złoty pierścionek";"1";"477";"2595";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/116Złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Złoty pierścionek";"1";"413";"1249";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/117Złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Złoty pierścionek";"1";"490";"3395";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/118Złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Kolekcja Wiktoriańska - pierścionek z szafirami";"1";"457";"129";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/119Kolekcja Wiktoriańska - pierścionek z szafirami.jpg";"";"11";"46";"";"";"";"";"";"";"";",11,46,,,,,,,";"";"";""
"Srebrny pierścionek z cyrkoniami";"1";"425";"109";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/120Srebrny pierścionek z cyrkoniami.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Złoty pierścionek";"1";"408";"1695";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/121Złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Złoty pierścionek";"1";"466";"3095";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/122Złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Złoty pierścionek";"1";"473";"1995";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/123Złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Pierścionek z diamentami i rubinami";"1";"432";"1949";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/124Pierścionek z diamentami i rubinami.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Pierścionek z diamentem";"1";"490";"109";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/125Pierścionek z diamentem.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Pierścionek z brylantem i diamentami";"1";"421";"319";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/126Pierścionek z brylantem i diamentami.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Złoty pierścionek";"1";"426";"229";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/127Złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Złoty pierścionek z cyrkonią";"1";"452";"199";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/128Złoty pierścionek z cyrkonią.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Pierścionek z diamentem";"1";"453";"169";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/129Pierścionek z diamentem.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Pierścionek z diamentami i szafirami";"1";"429";"4995";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/130Pierścionek z diamentami i szafirami.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Pierścionek z diamentami";"1";"478";"3595";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/131Pierścionek z diamentami.jpg";"19";"11";"";"";"";"";"";"";"";"";"19,11,,,,,,,,";"";"";""
"Złoty pierścionek";"1";"464";"995";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/132Złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"Złoty pierścionek";"1";"454";"1695";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/133Złoty pierścionek.jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
"La Prima - złoty pierścionek ";"1";"479";"415";"both";"http://localhost/BE-projekt/img/bizuteria/pierscionki/134La Prima - złoty pierścionek .jpg";"";"11";"";"";"";"";"";"";"";"";",11,,,,,,,,";"";"";""
